question_id,category,gold,first_model,first_choice,first_correct,second_model,second_choice,second_correct,jev_selected_model,jev_error,laya_selected_model,laya_error,jev_correct,laya_correct,oracle_correct
1339,law,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,A,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
1340,law,I,openai/gpt-4.1-mini,A,False,google/gemini-2.5-flash-lite,I,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,True
1359,law,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,E,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
1445,law,D,openai/gpt-4.1-mini,A,False,google/gemini-2.5-flash-lite,D,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,True
1470,law,E,openai/gpt-4.1-mini,D,False,google/gemini-2.5-flash-lite,D,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
1520,law,H,openai/gpt-4.1-mini,H,True,google/gemini-2.5-flash-lite,F,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
1591,law,B,openai/gpt-4.1-mini,B,True,google/gemini-2.5-flash-lite,B,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
1661,law,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,A,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
1663,law,J,openai/gpt-4.1-mini,A,False,google/gemini-2.5-flash-lite,J,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,True
1767,law,C,openai/gpt-4.1-mini,C,True,google/gemini-2.5-flash-lite,C,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
1770,law,D,openai/gpt-4.1-mini,D,True,google/gemini-2.5-flash-lite,J,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
1804,law,H,openai/gpt-4.1-mini,D,False,google/gemini-2.5-flash-lite,H,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,True
1918,law,H,openai/gpt-4.1-mini,J,False,google/gemini-2.5-flash-lite,J,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
2014,psychology,B,openai/gpt-4.1-mini,B,True,google/gemini-2.5-flash-lite,B,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
2015,psychology,J,openai/gpt-4.1-mini,J,True,google/gemini-2.5-flash-lite,J,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
2107,psychology,C,openai/gpt-4.1-mini,C,True,google/gemini-2.5-flash-lite,C,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
2117,psychology,F,openai/gpt-4.1-mini,F,True,google/gemini-2.5-flash-lite,F,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
2234,psychology,C,openai/gpt-4.1-mini,C,True,google/gemini-2.5-flash-lite,C,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
2245,psychology,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,A,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
2258,psychology,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,A,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
2286,psychology,B,openai/gpt-4.1-mini,B,True,google/gemini-2.5-flash-lite,B,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
2294,psychology,F,openai/gpt-4.1-mini,F,True,google/gemini-2.5-flash-lite,D,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
2313,psychology,E,openai/gpt-4.1-mini,E,True,google/gemini-2.5-flash-lite,E,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
2333,psychology,E,openai/gpt-4.1-mini,C,False,google/gemini-2.5-flash-lite,C,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
2375,psychology,D,openai/gpt-4.1-mini,D,True,google/gemini-2.5-flash-lite,D,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
2438,psychology,B,openai/gpt-4.1-mini,J,False,google/gemini-2.5-flash-lite,B,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,True
2469,psychology,D,openai/gpt-4.1-mini,D,True,google/gemini-2.5-flash-lite,D,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
2480,psychology,B,openai/gpt-4.1-mini,B,True,google/gemini-2.5-flash-lite,B,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
2490,psychology,C,openai/gpt-4.1-mini,C,True,google/gemini-2.5-flash-lite,C,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
2597,psychology,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,A,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
2693,psychology,G,openai/gpt-4.1-mini,G,True,google/gemini-2.5-flash-lite,G,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
2710,psychology,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,A,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
2782,psychology,D,openai/gpt-4.1-mini,D,True,google/gemini-2.5-flash-lite,D,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
2811,biology,F,openai/gpt-4.1-mini,F,True,google/gemini-2.5-flash-lite,F,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
2845,biology,B,openai/gpt-4.1-mini,B,True,google/gemini-2.5-flash-lite,B,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
2867,biology,H,openai/gpt-4.1-mini,H,True,google/gemini-2.5-flash-lite,H,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
2872,biology,A,openai/gpt-4.1-mini,G,False,google/gemini-2.5-flash-lite,G,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
2883,biology,E,openai/gpt-4.1-mini,E,True,google/gemini-2.5-flash-lite,E,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
2910,biology,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,A,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
3177,biology,G,openai/gpt-4.1-mini,G,True,google/gemini-2.5-flash-lite,G,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
3233,biology,F,openai/gpt-4.1-mini,F,True,google/gemini-2.5-flash-lite,F,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
3278,biology,F,openai/gpt-4.1-mini,F,True,google/gemini-2.5-flash-lite,F,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
3327,biology,G,openai/gpt-4.1-mini,G,True,google/gemini-2.5-flash-lite,G,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
3332,biology,D,openai/gpt-4.1-mini,B,False,google/gemini-2.5-flash-lite,D,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,True
3336,biology,D,openai/gpt-4.1-mini,D,True,google/gemini-2.5-flash-lite,D,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
3340,biology,B,openai/gpt-4.1-mini,B,True,google/gemini-2.5-flash-lite,B,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
3374,biology,B,openai/gpt-4.1-mini,B,True,google/gemini-2.5-flash-lite,B,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
3428,biology,J,openai/gpt-4.1-mini,J,True,google/gemini-2.5-flash-lite,J,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
3469,biology,C,openai/gpt-4.1-mini,C,True,google/gemini-2.5-flash-lite,C,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
3495,biology,D,openai/gpt-4.1-mini,G,False,google/gemini-2.5-flash-lite,G,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
3497,biology,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,A,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
3512,biology,I,openai/gpt-4.1-mini,I,True,google/gemini-2.5-flash-lite,I,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
3513,biology,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,A,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
3562,chemistry,C,openai/gpt-4.1-mini,D,False,google/gemini-2.5-flash-lite,C,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,True
3568,chemistry,I,openai/gpt-4.1-mini,A,False,google/gemini-2.5-flash-lite,I,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,True
3650,chemistry,C,openai/gpt-4.1-mini,D,False,google/gemini-2.5-flash-lite,F,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
3668,chemistry,B,openai/gpt-4.1-mini,D,False,google/gemini-2.5-flash-lite,B,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,True
3771,chemistry,A,openai/gpt-4.1-mini,E,False,google/gemini-2.5-flash-lite,E,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
3806,chemistry,H,openai/gpt-4.1-mini,F,False,google/gemini-2.5-flash-lite,H,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,True
3823,chemistry,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,A,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
3843,chemistry,G,openai/gpt-4.1-mini,B,False,google/gemini-2.5-flash-lite,F,False,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,False,False,False
3847,chemistry,F,openai/gpt-4.1-mini,B,False,google/gemini-2.5-flash-lite,D,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
3895,chemistry,E,openai/gpt-4.1-mini,A,False,google/gemini-2.5-flash-lite,E,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,False,True,True
3900,chemistry,C,openai/gpt-4.1-mini,D,False,google/gemini-2.5-flash-lite,F,False,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,False,False,False
3925,chemistry,B,openai/gpt-4.1-mini,B,True,google/gemini-2.5-flash-lite,B,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
3949,chemistry,H,openai/gpt-4.1-mini,H,True,google/gemini-2.5-flash-lite,H,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
4028,chemistry,H,openai/gpt-4.1-mini,D,False,google/gemini-2.5-flash-lite,H,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,True
4103,chemistry,H,openai/gpt-4.1-mini,F,False,google/gemini-2.5-flash-lite,E,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
4169,chemistry,F,openai/gpt-4.1-mini,C,False,google/gemini-2.5-flash-lite,F,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,False,True,True
4171,chemistry,F,openai/gpt-4.1-mini,H,False,google/gemini-2.5-flash-lite,H,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
4374,chemistry,B,openai/gpt-4.1-mini,B,True,google/gemini-2.5-flash-lite,H,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
4555,chemistry,H,openai/gpt-4.1-mini,B,False,google/gemini-2.5-flash-lite,H,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,False,True,True
4630,chemistry,G,openai/gpt-4.1-mini,D,False,google/gemini-2.5-flash-lite,D,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
4677,history,H,openai/gpt-4.1-mini,H,True,google/gemini-2.5-flash-lite,H,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
4689,history,H,openai/gpt-4.1-mini,G,False,google/gemini-2.5-flash-lite,G,False,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,False,False,False
4722,history,E,openai/gpt-4.1-mini,E,True,google/gemini-2.5-flash-lite,E,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
4725,history,H,openai/gpt-4.1-mini,H,True,google/gemini-2.5-flash-lite,H,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
4734,history,B,openai/gpt-4.1-mini,B,True,google/gemini-2.5-flash-lite,B,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
4842,history,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,A,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
4853,history,I,openai/gpt-4.1-mini,F,False,google/gemini-2.5-flash-lite,I,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,False,True,True
4873,history,I,openai/gpt-4.1-mini,I,True,google/gemini-2.5-flash-lite,D,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
4880,history,G,openai/gpt-4.1-mini,G,True,google/gemini-2.5-flash-lite,I,False,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,False,True
4893,history,E,openai/gpt-4.1-mini,C,False,google/gemini-2.5-flash-lite,C,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
4900,history,D,openai/gpt-4.1-mini,D,True,google/gemini-2.5-flash-lite,D,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
4906,history,E,openai/gpt-4.1-mini,F,False,google/gemini-2.5-flash-lite,F,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
4907,history,D,openai/gpt-4.1-mini,D,True,google/gemini-2.5-flash-lite,D,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
4913,history,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,A,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
4933,history,H,openai/gpt-4.1-mini,A,False,google/gemini-2.5-flash-lite,A,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
4963,history,G,openai/gpt-4.1-mini,G,True,google/gemini-2.5-flash-lite,G,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
4974,history,I,openai/gpt-4.1-mini,I,True,google/gemini-2.5-flash-lite,I,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
5000,history,I,openai/gpt-4.1-mini,I,True,google/gemini-2.5-flash-lite,I,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
5008,history,E,openai/gpt-4.1-mini,E,True,google/gemini-2.5-flash-lite,J,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
5024,history,D,openai/gpt-4.1-mini,A,False,google/gemini-2.5-flash-lite,A,False,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,False,False,False
5166,other,I,openai/gpt-4.1-mini,F,False,google/gemini-2.5-flash-lite,F,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
5227,other,C,openai/gpt-4.1-mini,D,False,google/gemini-2.5-flash-lite,C,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,False,True,True
5229,other,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,C,False,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,False,True
5265,other,I,openai/gpt-4.1-mini,I,True,google/gemini-2.5-flash-lite,I,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
5306,other,H,openai/gpt-4.1-mini,A,False,google/gemini-2.5-flash-lite,C,False,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,False,False,False
5345,other,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,G,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
5370,other,F,openai/gpt-4.1-mini,F,True,google/gemini-2.5-flash-lite,F,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
5418,other,B,openai/gpt-4.1-mini,B,True,google/gemini-2.5-flash-lite,B,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
5431,other,B,openai/gpt-4.1-mini,B,True,google/gemini-2.5-flash-lite,B,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
5497,other,J,openai/gpt-4.1-mini,J,True,google/gemini-2.5-flash-lite,J,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
5529,other,B,openai/gpt-4.1-mini,B,True,google/gemini-2.5-flash-lite,E,False,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,False,True
5580,other,J,openai/gpt-4.1-mini,J,True,google/gemini-2.5-flash-lite,J,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
5594,other,D,openai/gpt-4.1-mini,D,True,google/gemini-2.5-flash-lite,D,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
5628,other,H,openai/gpt-4.1-mini,H,True,google/gemini-2.5-flash-lite,H,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
5710,other,E,openai/gpt-4.1-mini,A,False,google/gemini-2.5-flash-lite,E,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,True
5726,other,F,openai/gpt-4.1-mini,B,False,google/gemini-2.5-flash-lite,B,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
5770,other,D,openai/gpt-4.1-mini,D,True,google/gemini-2.5-flash-lite,D,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
5800,other,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,A,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
5879,other,H,openai/gpt-4.1-mini,J,False,google/gemini-2.5-flash-lite,J,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
5981,other,F,openai/gpt-4.1-mini,F,True,google/gemini-2.5-flash-lite,F,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
6037,health,C,openai/gpt-4.1-mini,C,True,google/gemini-2.5-flash-lite,C,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
6038,health,C,openai/gpt-4.1-mini,C,True,google/gemini-2.5-flash-lite,C,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
6059,health,B,openai/gpt-4.1-mini,E,False,google/gemini-2.5-flash-lite,I,False,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,False,False,False
6085,health,H,openai/gpt-4.1-mini,H,True,google/gemini-2.5-flash-lite,H,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
6105,health,J,openai/gpt-4.1-mini,J,True,google/gemini-2.5-flash-lite,J,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
6135,health,J,openai/gpt-4.1-mini,J,True,google/gemini-2.5-flash-lite,J,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
6155,health,C,openai/gpt-4.1-mini,C,True,google/gemini-2.5-flash-lite,C,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
6275,health,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,C,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
6278,health,C,openai/gpt-4.1-mini,B,False,google/gemini-2.5-flash-lite,B,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
6340,health,F,openai/gpt-4.1-mini,F,True,google/gemini-2.5-flash-lite,F,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
6348,health,B,openai/gpt-4.1-mini,C,False,google/gemini-2.5-flash-lite,B,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,True
6361,health,G,openai/gpt-4.1-mini,I,False,google/gemini-2.5-flash-lite,I,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
6451,health,J,openai/gpt-4.1-mini,J,True,google/gemini-2.5-flash-lite,E,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
6461,health,D,openai/gpt-4.1-mini,I,False,google/gemini-2.5-flash-lite,B,False,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,False,False,False
6524,health,F,openai/gpt-4.1-mini,F,True,google/gemini-2.5-flash-lite,F,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
6561,health,F,openai/gpt-4.1-mini,F,True,google/gemini-2.5-flash-lite,A,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
6680,health,I,openai/gpt-4.1-mini,I,True,google/gemini-2.5-flash-lite,I,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
6703,health,D,openai/gpt-4.1-mini,D,True,google/gemini-2.5-flash-lite,D,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
6713,health,E,openai/gpt-4.1-mini,E,True,google/gemini-2.5-flash-lite,H,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
6779,health,I,openai/gpt-4.1-mini,I,True,google/gemini-2.5-flash-lite,I,True,openai/gpt-4.1-mini,,google/gemini-2.5-flash-lite,,True,True,True
6836,economics,E,openai/gpt-4.1-mini,E,True,google/gemini-2.5-flash-lite,I,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
6922,economics,A,openai/gpt-4.1-mini,A,True,google/gemini-2.5-flash-lite,A,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
6963,economics,E,openai/gpt-4.1-mini,E,True,google/gemini-2.5-flash-lite,C,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
6997,economics,F,openai/gpt-4.1-mini,F,True,google/gemini-2.5-flash-lite,F,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
7041,economics,A,openai/gpt-4.1-mini,D,False,google/gemini-2.5-flash-lite,F,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
7044,economics,C,openai/gpt-4.1-mini,C,True,google/gemini-2.5-flash-lite,C,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
7095,economics,B,openai/gpt-4.1-mini,B,True,google/gemini-2.5-flash-lite,B,True,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,True,True,True
7167,economics,J,openai/gpt-4.1-mini,D,False,google/gemini-2.5-flash-lite,H,False,openai/gpt-4.1-mini,,openai/gpt-4.1-mini,,False,False,False
